Flight,Plane,Time,Age,Fitness,TechSavvy,Experience,Impatience,TimePressure,Luggage,KioskAffinity,Speed
EY3389,A320,2025-11-24T18:33:00+00:00,75,0.02,0.41,8,0.14,0.35,0.64,0.00,1.00
EY3389,A320,2025-11-24T18:33:00+00:00,52,0.43,0.78,6,0.18,0.13,0.52,0.43,1.24
EY3389,A320,2025-11-24T18:33:00+00:00,53,0.62,0.61,5,0.15,0.08,0.49,0.29,1.35
EY3389,A320,2025-11-24T18:33:00+00:00,19,1.00,0.95,2,0.27,0.26,0.69,0.51,1.53
EY3389,A320,2025-11-24T18:33:00+00:00,57,0.42,0.69,5,0.25,0.04,0.23,0.31,1.33
EY3389,A320,2025-11-24T18:33:00+00:00,23,1.00,1.00,2,0.25,0.36,0.12,0.59,1.91
EY3389,A320,2025-11-24T18:33:00+00:00,74,0.01,0.41,8,0.16,0.81,0.05,0.00,1.33
EY3389,A320,2025-11-24T18:33:00+00:00,35,0.55,0.84,1,0.11,0.90,1.00,0.36,1.29
EY3389,A320,2025-11-24T18:33:00+00:00,19,0.97,1.00,0,0.18,0.42,0.58,0.50,1.64
EY3389,A320,2025-11-24T18:33:00+00:00,72,0.00,0.31,8,0.15,0.15,0.52,0.00,0.98
EY3389,A320,2025-11-24T18:33:00+00:00,72,0.12,0.56,10,0.51,0.07,0.63,0.16,0.99
EY3389,A320,2025-11-24T18:33:00+00:00,40,0.72,0.83,4,0.19,0.35,0.98,0.42,1.25
EY3389,A320,2025-11-24T18:33:00+00:00,41,0.50,0.82,2,0.19,0.42,0.29,0.43,1.48
EY3389,A320,2025-11-24T18:33:00+00:00,21,1.00,1.00,0,0.21,0.48,0.18,0.54,1.93
EY3389,A320,2025-11-24T18:33:00+00:00,35,0.84,0.70,2,0.27,0.91,0.43,0.36,1.83
EY3389,A320,2025-11-24T18:33:00+00:00,21,1.00,0.95,2,0.39,0.43,0.60,0.52,1.65
EY3389,A320,2025-11-24T18:33:00+00:00,49,0.48,0.59,6,0.44,0.70,0.08,0.39,1.67
EY3389,A320,2025-11-24T18:33:00+00:00,52,0.40,0.64,6,0.43,0.70,0.10,0.38,1.59
EY3389,A320,2025-11-24T18:33:00+00:00,39,0.66,0.74,5,0.28,0.18,0.73,0.42,1.29
EY3389,A320,2025-11-24T18:33:00+00:00,60,0.24,0.42,5,0.11,0.83,0.91,0.02,1.13
EY3389,A320,2025-11-24T18:33:00+00:00,78,0.22,0.19,7,0.24,0.09,0.70,0.00,1.03
EY3389,A320,2025-11-24T18:33:00+00:00,33,0.57,0.90,1,0.07,0.57,0.81,0.42,1.31
EY3389,A320,2025-11-24T18:33:00+00:00,46,0.59,0.77,5,0.40,0.57,0.75,0.42,1.36
EY3389,A320,2025-11-24T18:33:00+00:00,70,0.06,0.54,9,0.36,0.18,0.40,0.21,1.07
EY3389,A320,2025-11-24T18:33:00+00:00,67,0.39,0.38,6,0.20,0.24,0.60,0.00,1.21
EY3389,A320,2025-11-24T18:33:00+00:00,30,0.65,0.93,2,0.28,0.70,0.97,0.45,1.31
EY3389,A320,2025-11-24T18:33:00+00:00,36,0.53,0.66,1,0.23,0.40,0.50,0.30,1.39
EY3389,A320,2025-11-24T18:33:00+00:00,27,1.00,0.77,0,0.12,0.02,0.97,0.31,1.30
EY3393,A320,2025-11-24T21:18:00+00:00,65,0.16,0.50,8,0.22,0.62,0.01,0.36,1.42
EY3393,A320,2025-11-24T21:18:00+00:00,23,0.84,1.00,0,0.23,0.21,0.26,0.53,1.66
EY3393,A320,2025-11-24T21:18:00+00:00,69,0.37,0.56,7,0.12,0.22,0.68,0.00,1.15
EY3393,A320,2025-11-24T21:18:00+00:00,53,0.24,0.79,7,0.29,0.39,0.15,0.49,1.35
EY3393,A320,2025-11-24T21:18:00+00:00,62,0.33,0.39,6,0.22,0.02,0.35,0.04,1.22
EY3393,A320,2025-11-24T21:18:00+00:00,65,0.29,0.63,8,0.33,0.57,0.11,0.42,1.46
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.41,0.39,5,0.04,0.35,0.74,0.00,1.19
EY3393,A320,2025-11-24T21:18:00+00:00,72,0.17,0.56,9,0.24,0.12,0.23,0.17,1.19
EY3393,A320,2025-11-24T21:18:00+00:00,23,0.89,0.93,2,0.19,0.53,0.97,0.47,1.40
EY3393,A320,2025-11-24T21:18:00+00:00,39,0.80,0.79,5,0.40,0.63,0.27,0.49,1.78
EY3393,A320,2025-11-24T21:18:00+00:00,78,0.00,0.38,10,0.47,0.28,0.66,0.00,0.96
EY3393,A320,2025-11-24T21:18:00+00:00,19,1.00,1.00,0,0.12,0.75,0.65,0.50,1.74
EY3393,A320,2025-11-24T21:18:00+00:00,28,0.85,0.95,3,0.26,0.98,0.26,0.56,1.97
EY3393,A320,2025-11-24T21:18:00+00:00,22,0.92,0.92,2,0.17,0.39,0.96,0.46,1.38
EY3393,A320,2025-11-24T21:18:00+00:00,59,0.34,0.68,5,0.23,0.31,0.45,0.24,1.27
EY3393,A320,2025-11-24T21:18:00+00:00,24,0.93,0.85,1,0.21,0.21,0.08,0.48,1.82
EY3393,A320,2025-11-24T21:18:00+00:00,66,0.32,0.49,6,0.10,0.97,0.74,0.00,1.30
EY3393,A320,2025-11-24T21:18:00+00:00,60,0.26,0.49,8,0.50,0.56,0.28,0.45,1.36
EY3393,A320,2025-11-24T21:18:00+00:00,72,0.33,0.55,9,0.22,0.30,0.83,0.10,1.09
EY3393,A320,2025-11-24T21:18:00+00:00,25,1.00,1.00,1,0.33,0.25,0.04,0.57,1.91
EY3393,A320,2025-11-24T21:18:00+00:00,27,0.77,0.79,0,0.20,0.98,0.82,0.34,1.56
EY3393,A320,2025-11-24T21:18:00+00:00,69,0.36,0.48,7,0.25,0.66,0.65,0.00,1.29
EY3393,A320,2025-11-24T21:18:00+00:00,59,0.46,0.58,7,0.38,0.53,0.07,0.27,1.60
EY3393,A320,2025-11-24T21:18:00+00:00,44,0.60,0.61,2,0.21,0.39,0.32,0.29,1.52
EY3393,A320,2025-11-24T21:18:00+00:00,41,0.43,0.96,6,0.51,0.39,0.43,0.60,1.36
EY3393,A320,2025-11-24T21:18:00+00:00,80,0.10,0.38,9,0.35,0.90,0.06,0.00,1.43
EY3393,A320,2025-11-24T21:18:00+00:00,32,0.90,0.80,0,0.04,0.31,0.96,0.32,1.34
EY3393,A320,2025-11-24T21:18:00+00:00,72,0.16,0.32,8,0.28,0.75,0.53,0.00,1.23
EY3393,A320,2025-11-24T21:18:00+00:00,44,0.44,0.61,3,0.17,0.75,0.06,0.35,1.66
EY3393,A320,2025-11-24T21:18:00+00:00,73,0.27,0.42,8,0.27,0.40,0.10,0.04,1.40
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.11,0.40,7,0.32,0.77,0.26,0.05,1.31
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.47,0.45,9,0.43,0.30,0.30,0.38,1.41
EY3393,A320,2025-11-24T21:18:00+00:00,25,0.89,1.00,0,0.24,0.98,0.71,0.48,1.70
EY3393,A320,2025-11-24T21:18:00+00:00,53,0.60,0.74,5,0.10,0.56,0.38,0.38,1.56
EY3393,A320,2025-11-24T21:18:00+00:00,27,0.98,0.96,0,0.18,0.39,0.18,0.51,1.88
EY3393,A320,2025-11-24T21:18:00+00:00,40,0.56,0.89,2,0.20,0.77,0.39,0.47,1.59
EY3393,A320,2025-11-24T21:18:00+00:00,40,0.65,0.71,5,0.22,0.71,0.80,0.39,1.40
EY3393,A320,2025-11-24T21:18:00+00:00,57,0.25,0.53,4,0.07,0.64,0.97,0.11,1.07
EY3393,A320,2025-11-24T21:18:00+00:00,23,0.81,1.00,1,0.26,0.40,0.88,0.49,1.37
EY3393,A320,2025-11-24T21:18:00+00:00,37,0.52,0.98,4,0.25,0.35,0.06,0.61,1.58
EY3393,A320,2025-11-24T21:18:00+00:00,30,0.88,0.99,1,0.13,0.90,0.40,0.52,1.87
EY3393,A320,2025-11-24T21:18:00+00:00,56,0.48,0.54,7,0.35,0.21,0.79,0.23,1.17
EY3393,A320,2025-11-24T21:18:00+00:00,30,0.74,1.00,4,0.33,0.67,0.91,0.55,1.39
EY3393,A320,2025-11-24T21:18:00+00:00,53,0.25,0.50,5,0.38,0.72,0.33,0.24,1.38
EY3393,A320,2025-11-24T21:18:00+00:00,80,0.02,0.21,10,0.23,0.80,0.74,0.00,1.06
EY3393,A320,2025-11-24T21:18:00+00:00,47,0.65,0.88,6,0.28,0.16,0.99,0.48,1.15
EY3393,A320,2025-11-24T21:18:00+00:00,58,0.46,0.44,5,0.12,0.95,0.29,0.14,1.63
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.14,0.63,8,0.37,0.69,0.58,0.43,1.18
EY3393,A320,2025-11-24T21:18:00+00:00,70,0.21,0.60,9,0.24,0.94,0.78,0.21,1.20
EY3393,A320,2025-11-24T21:18:00+00:00,59,0.50,0.47,5,0.29,0.77,0.36,0.12,1.56
EY3393,A320,2025-11-24T21:18:00+00:00,78,0.00,0.43,9,0.33,0.83,0.44,0.00,1.18
EY3393,A320,2025-11-24T21:18:00+00:00,50,0.61,0.72,6,0.39,0.32,0.60,0.40,1.37
EY3393,A320,2025-11-24T21:18:00+00:00,59,0.49,0.58,6,0.24,0.49,0.10,0.25,1.59
EY3393,A320,2025-11-24T21:18:00+00:00,55,0.31,0.62,7,0.45,0.50,0.77,0.29,1.16
EY3393,A320,2025-11-24T21:18:00+00:00,65,0.44,0.45,8,0.46,0.24,0.62,0.27,1.23
EY3393,A320,2025-11-24T21:18:00+00:00,77,0.07,0.42,8,0.24,0.77,0.32,0.00,1.26
EY3393,A320,2025-11-24T21:18:00+00:00,65,0.14,0.47,6,0.26,0.33,0.62,0.00,1.07
EY3393,A320,2025-11-24T21:18:00+00:00,49,0.57,0.60,3,0.16,0.21,0.89,0.24,1.17
EY3393,A320,2025-11-24T21:18:00+00:00,51,0.31,0.45,2,0.01,0.46,0.29,0.16,1.36
EY3393,A320,2025-11-24T21:18:00+00:00,21,0.94,0.87,0,0.25,0.27,0.05,0.47,1.87
EY3393,A320,2025-11-24T21:18:00+00:00,76,0.00,0.39,8,0.20,0.22,0.03,0.00,1.17
EY3393,A320,2025-11-24T21:18:00+00:00,49,0.57,0.56,3,0.26,0.38,0.16,0.29,1.59
EY3393,A320,2025-11-24T21:18:00+00:00,23,1.00,0.87,0,0.35,0.17,0.27,0.45,1.74
EY3393,A320,2025-11-24T21:18:00+00:00,45,0.70,0.57,2,0.30,0.64,0.50,0.25,1.59
EY3393,A320,2025-11-24T21:18:00+00:00,28,0.80,0.98,2,0.14,0.21,0.12,0.57,1.70
EY3393,A320,2025-11-24T21:18:00+00:00,32,0.96,0.78,0,0.18,0.16,0.84,0.32,1.39
EY3393,A320,2025-11-24T21:18:00+00:00,45,0.46,0.88,5,0.40,0.15,0.95,0.47,1.07
EY3393,A320,2025-11-24T21:18:00+00:00,22,0.96,0.93,1,0.15,0.06,0.61,0.48,1.49
EY3393,A320,2025-11-24T21:18:00+00:00,33,0.64,0.93,3,0.24,0.12,0.10,0.56,1.57
EY3393,A320,2025-11-24T21:18:00+00:00,53,0.43,0.63,6,0.41,0.08,0.78,0.30,1.11
EY3393,A320,2025-11-24T21:18:00+00:00,80,0.00,0.46,10,0.42,0.53,0.70,0.00,1.00
EY3393,A320,2025-11-24T21:18:00+00:00,65,0.40,0.62,6,0.32,0.23,0.62,0.07,1.21
EY3393,A320,2025-11-24T21:18:00+00:00,49,0.41,0.75,4,0.20,0.13,0.09,0.43,1.42
EY3393,A320,2025-11-24T21:18:00+00:00,52,0.64,0.63,4,0.19,0.71,0.04,0.34,1.83
EY3393,A320,2025-11-24T21:18:00+00:00,50,0.55,0.63,4,0.26,0.71,0.05,0.35,1.74
EY3393,A320,2025-11-24T21:18:00+00:00,26,0.90,0.97,0,0.13,0.11,0.04,0.53,1.78
EY3393,A320,2025-11-24T21:18:00+00:00,39,0.74,0.77,3,0.11,0.79,0.95,0.37,1.41
EY3393,A320,2025-11-24T21:18:00+00:00,48,0.33,0.65,4,0.32,0.40,0.12,0.38,1.44
EY3393,A320,2025-11-24T21:18:00+00:00,30,0.63,0.81,2,0.31,0.69,0.30,0.45,1.67
EY3393,A320,2025-11-24T21:18:00+00:00,51,0.58,0.81,6,0.18,0.78,0.01,0.51,1.82
EY3393,A320,2025-11-24T21:18:00+00:00,30,0.64,0.75,1,0.34,0.98,0.31,0.39,1.77
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.31,0.42,7,0.32,0.23,0.07,0.08,1.38
EY3393,A320,2025-11-24T21:18:00+00:00,71,0.06,0.46,10,0.32,0.22,0.93,0.10,0.88
EY3393,A320,2025-11-24T21:18:00+00:00,74,0.11,0.38,9,0.19,0.43,0.33,0.00,1.19
EY3393,A320,2025-11-24T21:18:00+00:00,49,0.66,0.49,2,0.16,0.62,0.38,0.19,1.62
EY3393,A320,2025-11-24T21:18:00+00:00,58,0.46,0.41,4,0.19,0.68,0.10,0.11,1.64
EY3393,A320,2025-11-24T21:18:00+00:00,39,0.70,0.74,2,0.32,0.92,0.16,0.40,1.89
EY3393,A320,2025-11-24T21:18:00+00:00,70,0.23,0.41,10,0.35,0.16,0.42,0.16,1.17
EY3393,A320,2025-11-24T21:18:00+00:00,32,0.84,0.82,0,0.05,0.95,0.45,0.39,1.83
EY3393,A320,2025-11-24T21:18:00+00:00,39,0.49,0.97,4,0.30,0.33,0.41,0.57,1.39
EY3393,A320,2025-11-24T21:18:00+00:00,25,0.98,1.00,0,0.16,0.31,0.32,0.52,1.76
EY3393,A320,2025-11-24T21:18:00+00:00,57,0.50,0.75,7,0.38,0.62,0.78,0.34,1.30
EY3393,A320,2025-11-24T21:18:00+00:00,23,0.96,1.00,0,0.21,0.24,0.38,0.52,1.69
EY3393,A320,2025-11-24T21:18:00+00:00,57,0.23,0.59,5,0.17,0.51,0.47,0.22,1.24
EY3393,A320,2025-11-24T21:18:00+00:00,58,0.22,0.51,7,0.21,0.65,0.29,0.23,1.35
EY3393,A320,2025-11-24T21:18:00+00:00,33,0.80,0.74,1,0.23,0.91,0.51,0.35,1.74
EY3393,A320,2025-11-24T21:18:00+00:00,50,0.49,0.77,6,0.27,0.20,0.24,0.47,1.42
EY3393,A320,2025-11-24T21:18:00+00:00,43,0.67,0.70,3,0.28,0.22,0.20,0.39,1.58
EY3393,A320,2025-11-24T21:18:00+00:00,73,0.00,0.50,9,0.17,0.16,0.75,0.04,0.90
EY3393,A320,2025-11-24T21:18:00+00:00,48,0.57,0.54,3,0.25,0.57,0.76,0.22,1.34
EY3393,A320,2025-11-24T21:18:00+00:00,26,0.68,0.91,2,0.27,0.25,0.01,0.54,1.69
EY3393,A320,2025-11-24T21:18:00+00:00,80,0.04,0.33,10,0.28,0.29,0.36,0.00,1.10
EY3393,A320,2025-11-24T21:18:00+00:00,31,0.68,0.79,0,0.22,0.64,0.86,0.32,1.38
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.36,0.56,8,0.40,0.59,0.41,0.41,1.38
EY3393,A320,2025-11-24T21:18:00+00:00,58,0.39,0.45,6,0.21,0.55,0.87,0.11,1.17
EY3393,A320,2025-11-24T21:18:00+00:00,35,0.69,0.73,1,0.09,0.04,0.89,0.30,1.19
EY3393,A320,2025-11-24T21:18:00+00:00,41,0.74,0.87,2,0.17,0.06,0.61,0.43,1.36
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.34,0.41,7,0.38,0.80,0.77,0.00,1.25
EY3393,A320,2025-11-24T21:18:00+00:00,47,0.63,0.77,3,0.07,0.28,0.14,0.43,1.60
EY3393,A320,2025-11-24T21:18:00+00:00,51,0.52,0.74,5,0.36,0.71,0.96,0.35,1.24
EY3393,A320,2025-11-24T21:18:00+00:00,45,0.53,0.80,5,0.29,0.86,0.69,0.45,1.44
EY3393,A320,2025-11-24T21:18:00+00:00,42,0.79,0.71,1,0.05,0.38,0.26,0.34,1.69
EY3393,A320,2025-11-24T21:18:00+00:00,19,1.00,0.98,1,0.16,0.18,0.52,0.52,1.61
EY3393,A320,2025-11-24T21:18:00+00:00,55,0.59,0.52,5,0.22,0.75,0.40,0.22,1.61
EY3393,A320,2025-11-24T21:18:00+00:00,69,0.36,0.48,6,0.09,0.32,0.97,0.00,1.05
EY3393,A320,2025-11-24T21:18:00+00:00,40,0.71,0.70,5,0.26,0.86,0.98,0.37,1.39
EY3393,A320,2025-11-24T21:18:00+00:00,63,0.40,0.46,8,0.24,0.64,0.96,0.29,1.16
EY3393,A320,2025-11-24T21:18:00+00:00,73,0.05,0.32,7,0.07,0.94,0.72,0.00,1.12
EY3393,A320,2025-11-24T21:18:00+00:00,68,0.39,0.66,10,0.26,0.03,0.22,0.39,1.31
EY3393,A320,2025-11-24T21:18:00+00:00,36,0.57,0.73,2,0.21,0.37,0.03,0.41,1.64
EY3393,A320,2025-11-24T21:18:00+00:00,78,0.00,0.50,9,0.18,0.31,0.00,0.00,1.20
EY3393,A320,2025-11-24T21:18:00+00:00,64,0.14,0.73,9,0.52,0.04,0.72,0.47,0.96
EY3393,A320,2025-11-24T21:18:00+00:00,57,0.54,0.57,7,0.29,0.53,0.32,0.28,1.53
EY3393,A320,2025-11-24T21:18:00+00:00,43,0.58,0.64,3,0.30,0.89,0.21,0.35,1.74
EY3393,A320,2025-11-24T21:18:00+00:00,22,0.87,0.92,2,0.26,0.03,0.46,0.51,1.50
EY3393,A320,2025-11-24T21:18:00+00:00,68,0.34,0.39,9,0.33,0.52,0.04,0.22,1.51
EY3393,A320,2025-11-24T21:18:00+00:00,44,0.59,0.79,2,0.24,0.82,0.02,0.43,1.83
EY3393,A320,2025-11-24T21:18:00+00:00,74,0.24,0.46,10,0.23,0.25,0.88,0.00,1.00
EY3393,A320,2025-11-24T21:18:00+00:00,41,0.49,0.77,2,0.23,0.05,0.04,0.43,1.46
EY3393,A320,2025-11-24T21:18:00+00:00,20,1.00,1.00,0,0.31,0.06,0.09,0.55,1.80
EY3393,A320,2025-11-24T21:18:00+00:00,74,0.05,0.35,6,0.29,0.91,0.56,0.00,1.18
EY3393,A320,2025-11-24T21:18:00+00:00,70,0.13,0.39,10,0.48,0.90,0.02,0.19,1.48
EY3393,A320,2025-11-24T21:18:00+00:00,33,0.86,0.77,3,0.20,0.08,0.83,0.39,1.32
EY3393,A320,2025-11-24T21:18:00+00:00,69,0.31,0.38,8,0.37,0.03,0.17,0.15,1.28
EY3393,A320,2025-11-24T21:18:00+00:00,72,0.26,0.46,7,0.20,0.23,0.89,0.00,1.01
EY3393,A320,2025-11-24T21:18:00+00:00,19,0.89,1.00,1,0.41,1.00,0.60,0.53,1.78
EY3393,A320,2025-11-24T21:18:00+00:00,50,0.36,0.69,5,0.19,0.27,0.49,0.38,1.24
EY3393,A320,2025-11-24T21:18:00+00:00,22,0.97,1.00,1,0.30,0.68,0.40,0.54,1.86
EY3393,A320,2025-11-24T21:18:00+00:00,48,0.57,0.83,6,0.31,0.27,0.19,0.53,1.53
EY3393,A320,2025-11-24T21:18:00+00:00,24,0.79,0.94,2,0.34,0.55,0.99,0.46,1.34
EY3393,A320,2025-11-24T21:18:00+00:00,41,0.47,0.80,3,0.34,0.10,0.44,0.43,1.29
EY3393,A320,2025-11-24T21:18:00+00:00,54,0.62,0.72,5,0.18,0.06,0.64,0.33,1.27
EY3393,A320,2025-11-24T21:18:00+00:00,58,0.41,0.64,7,0.28,0.03,0.14,0.32,1.36
EY3393,A320,2025-11-24T21:18:00+00:00,71,0.34,0.39,8,0.24,0.28,0.94,0.01,1.05
EY3393,A320,2025-11-24T21:18:00+00:00,55,0.25,0.69,5,0.19,0.99,0.63,0.30,1.31
EY3393,A320,2025-11-24T21:18:00+00:00,77,0.22,0.43,10,0.20,0.66,0.42,0.00,1.30
EY3393,A320,2025-11-24T21:18:00+00:00,40,0.63,0.67,2,0.33,0.09,0.35,0.33,1.43
EY3393,A320,2025-11-24T21:18:00+00:00,54,0.42,0.77,5,0.37,0.15,0.01,0.42,1.46
EY3393,A320,2025-11-24T21:18:00+00:00,79,0.09,0.30,10,0.22,0.51,0.16,0.00,1.27
EY3393,A320,2025-11-24T21:18:00+00:00,68,0.14,0.64,10,0.30,0.43,0.27,0.37,1.24
EY3393,A320,2025-11-24T21:18:00+00:00,60,0.47,0.60,8,0.41,0.42,1.00,0.44,1.12
EY3393,A320,2025-11-24T21:18:00+00:00,70,0.00,0.45,7,0.10,0.20,0.25,0.00,1.09
EY3393,A320,2025-11-24T21:18:00+00:00,79,0.00,0.44,9,0.16,0.20,0.18,0.00,1.11
EY3393,A320,2025-11-24T21:18:00+00:00,72,0.26,0.60,10,0.32,0.35,0.94,0.15,1.02
EY3393,A320,2025-11-24T21:18:00+00:00,18,1.00,0.91,0,0.31,0.51,0.37,0.47,1.82
EY3393,A320,2025-11-24T21:18:00+00:00,67,0.14,0.58,8,0.16,0.67,0.07,0.34,1.39
EY3393,A320,2025-11-24T21:18:00+00:00,32,0.88,0.83,4,0.23,0.82,0.81,0.45,1.58
EY3393,A320,2025-11-24T21:18:00+00:00,78,0.00,0.25,10,0.21,0.10,0.40,0.00,1.01
KL3937,A320,2025-11-24T21:18:00+00:00,75,0.25,0.26,8,0.30,0.97,0.30,0.00,1.46
KL3937,A320,2025-11-24T21:18:00+00:00,78,0.14,0.48,9,0.20,0.82,0.82,0.00,1.11
KL3937,A320,2025-11-24T21:18:00+00:00,77,0.12,0.31,9,0.16,0.95,0.28,0.00,1.36
KL3937,A320,2025-11-24T21:18:00+00:00,37,0.50,0.88,0,0.11,0.43,0.62,0.39,1.32
KL3937,A320,2025-11-24T21:18:00+00:00,26,0.98,1.00,2,0.20,0.54,0.70,0.53,1.62
KL3937,A320,2025-11-24T21:18:00+00:00,27,0.92,0.85,0,0.07,0.71,0.97,0.36,1.47
KL3937,A320,2025-11-24T21:18:00+00:00,52,0.58,0.62,5,0.35,0.88,0.52,0.31,1.57
KL3937,A320,2025-11-24T21:18:00+00:00,44,0.65,0.81,4,0.40,0.51,0.02,0.50,1.76
KL3937,A320,2025-11-24T21:18:00+00:00,32,0.63,0.94,0,0.14,0.28,0.29,0.47,1.53
KL3937,A320,2025-11-24T21:18:00+00:00,67,0.30,0.50,9,0.38,0.19,0.95,0.23,0.99
KL3937,A320,2025-11-24T21:18:00+00:00,75,0.04,0.33,10,0.36,0.50,0.84,0.00,0.96
KL3937,A320,2025-11-24T21:18:00+00:00,67,0.05,0.50,6,0.26,0.43,0.36,0.00,1.14
KL3937,A320,2025-11-24T21:18:00+00:00,54,0.47,0.65,7,0.41,0.77,0.31,0.37,1.57
KL3937,A320,2025-11-24T21:18:00+00:00,30,0.70,1.00,3,0.16,0.74,0.30,0.58,1.74
KL3937,A320,2025-11-24T21:18:00+00:00,25,1.00,0.91,1,0.37,0.08,0.58,0.46,1.53
KL3937,A320,2025-11-24T21:18:00+00:00,54,0.28,0.52,3,0.01,0.65,0.01,0.23,1.53
KL3937,A320,2025-11-24T21:18:00+00:00,65,0.22,0.32,5,0.30,0.70,0.91,0.00,1.09
KL3937,A320,2025-11-24T21:18:00+00:00,64,0.29,0.49,5,0.12,0.45,0.76,0.00,1.14
KL3937,A320,2025-11-24T21:18:00+00:00,19,1.00,1.00,0,0.13,0.13,0.58,0.50,1.55
KL3937,A320,2025-11-24T21:18:00+00:00,48,0.60,0.72,3,0.05,0.63,0.61,0.35,1.46
KL3937,A320,2025-11-24T21:18:00+00:00,74,0.13,0.37,9,0.25,0.33,0.20,0.00,1.23
KL3937,A320,2025-11-24T21:18:00+00:00,66,0.09,0.36,7,0.15,0.56,0.62,0.00,1.10
KL3937,A320,2025-11-24T21:18:00+00:00,79,0.00,0.37,10,0.47,0.53,0.35,0.00,1.14
KL3937,A320,2025-11-24T21:18:00+00:00,28,0.98,0.96,3,0.36,0.59,0.93,0.50,1.49
KL3937,A320,2025-11-24T21:18:00+00:00,44,0.74,0.63,1,0.21,0.44,0.54,0.26,1.53
KL3937,A320,2025-11-24T21:18:00+00:00,41,0.54,0.94,5,0.40,0.70,0.49,0.56,1.51
KL3937,A320,2025-11-24T21:18:00+00:00,29,0.98,0.85,1,0.19,0.11,0.89,0.39,1.36
KL3937,A320,2025-11-24T21:18:00+00:00,54,0.57,0.53,6,0.26,0.12,0.74,0.23,1.21
KL3937,A320,2025-11-24T21:18:00+00:00,53,0.51,0.63,7,0.40,0.55,0.09,0.39,1.63
KL3937,A320,2025-11-24T21:18:00+00:00,45,0.74,0.80,4,0.25,0.93,0.34,0.46,1.81
KL3937,A320,2025-11-24T21:18:00+00:00,48,0.47,0.73,4,0.36,0.41,0.70,0.36,1.26
KL3937,A320,2025-11-24T21:18:00+00:00,27,0.91,0.96,2,0.36,0.35,0.56,0.52,1.59
KL3937,A320,2025-11-24T21:18:00+00:00,62,0.32,0.55,9,0.35,0.88,0.95,0.40,1.17
KL3937,A320,2025-11-24T21:18:00+00:00,67,0.13,0.54,7,0.12,0.12,0.81,0.00,0.94
KL3937,A320,2025-11-24T21:18:00+00:00,53,0.36,0.60,5,0.27,0.49,0.20,0.32,1.45
KL3937,A320,2025-11-24T21:18:00+00:00,43,0.56,0.53,1,0.01,0.05,0.57,0.20,1.27
KL3937,A320,2025-11-24T21:18:00+00:00,80,0.00,0.35,8,0.35,0.05,0.25,0.00,1.05
KL3937,A320,2025-11-24T21:18:00+00:00,68,0.25,0.41,9,0.41,0.28,0.74,0.17,1.08
KL3937,A320,2025-11-24T21:18:00+00:00,50,0.53,0.55,3,0.12,0.69,0.49,0.24,1.49
KL3937,A320,2025-11-24T21:18:00+00:00,30,0.69,0.98,0,0.10,0.20,0.71,0.46,1.32
KL3937,A320,2025-11-24T21:18:00+00:00,57,0.37,0.65,6,0.40,0.88,0.35,0.30,1.50
KL3937,A320,2025-11-24T21:18:00+00:00,67,0.16,0.42,9,0.26,0.85,0.37,0.24,1.33
KL3937,A320,2025-11-24T21:18:00+00:00,49,0.57,0.71,6,0.46,0.09,0.63,0.41,1.25
KL3937,A320,2025-11-24T21:18:00+00:00,33,0.80,0.89,2,0.11,0.96,0.39,0.48,1.84
KL3937,A320,2025-11-24T21:18:00+00:00,28,0.96,0.78,0,0.18,0.10,0.94,0.32,1.32
KL3937,A320,2025-11-24T21:18:00+00:00,28,1.00,0.90,2,0.20,0.42,0.92,0.44,1.46
KL3937,A320,2025-11-24T21:18:00+00:00,35,0.65,0.99,5,0.51,0.69,0.43,0.61,1.61
KL3937,A320,2025-11-24T21:18:00+00:00,59,0.33,0.58,8,0.41,0.61,0.13,0.54,1.50
KL3937,A320,2025-11-24T21:18:00+00:00,77,0.00,0.29,8,0.39,0.77,0.54,0.00,1.12
KL3937,A320,2025-11-24T21:18:00+00:00,76,0.15,0.32,9,0.43,0.04,0.45,0.00,1.07
KL3937,A320,2025-11-24T21:18:00+00:00,33,0.77,0.89,1,0.08,0.59,0.39,0.46,1.68
KL3937,A320,2025-11-24T21:18:00+00:00,21,1.00,0.99,0,0.24,0.74,0.51,0.50,1.83
KL3937,A320,2025-11-24T21:18:00+00:00,54,0.56,0.50,5,0.12,0.23,0.53,0.21,1.35
KL3937,A320,2025-11-24T21:18:00+00:00,68,0.27,0.43,5,0.24,0.76,0.18,0.00,1.48
KL3937,A320,2025-11-24T21:18:00+00:00,53,0.29,0.83,7,0.40,0.90,0.88,0.44,1.19
KL3937,A320,2025-11-24T21:18:00+00:00,29,0.74,0.86,0,0.08,0.08,0.08,0.45,1.63
KL3937,A320,2025-11-24T21:18:00+00:00,22,1.00,1.00,3,0.37,0.74,0.86,0.54,1.60
KL3937,A320,2025-11-24T21:18:00+00:00,66,0.18,0.43,8,0.19,0.78,0.85,0.20,1.11
